id_,sail_ship_id,deaparture_harbour,arrival_harbour,sail_freight_id,container_loaded,payment_currency
34334,79808,18658,18613,1328,32,GTQ
29606,78568,18555,18628,1645,233,AMD
32462,78076,18693,18513,1328,240,KES
26847,77068,18551,18541,2030,185,AWG
25543,77113,18547,18687,2018,131,VUV
34427,77668,18554,18542,1718,110,MWK
29824,78787,18639,18599,1777,64,SHP
27171,77828,18688,18501,1386,199,IRR
29934,77322,18604,18543,1645,153,RON
26172,77239,18504,18650,1380,152,HUF
44012,79017,18539,18669,1718,44,SLL
28419,77542,18612,18650,1910,242,QAR
25832,77123,18595,18554,1744,110,CHF
26922,80025,18592,18521,1708,155,CNY
40441,79043,18556,18668,1328,91,ANG
41849,79377,18672,18640,1345,231,HKD
39850,78516,18509,18615,1456,198,UGX
33541,79763,18516,18650,1328,156,SZL
30679,78227,18669,18583,1456,142,TZS
32110,79806,18560,18555,1895,36,LKR
28492,78854,18624,18579,1530,59,USD
44711,78461,18513,18650,1386,221,DJF
30657,77548,18686,18698,1645,134,BHD
34291,79653,18598,18516,1940,149,CZK
34116,77302,18594,18612,1328,151,JOD
37086,78071,18551,18584,1991,65,JMD
35692,78662,18625,18538,1419,85,ANG
42130,78742,18625,18543,1845,114,HNL
39980,77224,18632,18585,1777,64,VEF
41926,79010,18621,18594,1995,35,TRY
42359,77111,18504,18691,1372,40,XAF
33415,78461,18571,18650,1917,91,SDG
25729,78095,18645,18662,1645,145,HRK
39356,78204,18538,18676,1909,186,TJS
36210,78081,18614,18536,1530,33,MVR
33744,78308,18574,18700,1702,173,MMK
36333,78170,18539,18662,1995,39,VUV
26664,79808,18562,18643,1718,247,JMD
30486,77695,18509,18501,1917,134,LAK
36272,79808,18631,18606,1991,175,TMT
30650,79142,18556,18542,1386,74,MXN
34645,78573,18631,18688,1191,173,IQD
34147,79901,18653,18548,1708,178,MUR
25504,77112,18628,18653,1627,85,AFN
26366,79578,18639,18593,1910,115,ZWD
44572,79224,18602,18603,1744,105,BGN
35745,79712,18552,18530,1627,152,ISK
38849,79327,18528,18571,1191,78,SVC
44154,79697,18519,18603,1645,244,DKK
39029,77193,18602,18516,1368,67,YER
36335,77044,18652,18537,1645,46,CUC
37247,77684,18595,18605,1800,223,AWG
27307,79187,18656,18614,1991,150,BND
32005,78719,18624,18627,1596,219,SRD
42253,79697,18516,18698,1617,42,NIO
41245,77123,18582,18542,1955,174,TMT
43210,78308,18606,18559,1810,182,SAR
30264,78573,18657,18606,1938,101,KES
35941,77400,18584,18575,1756,136,HRK
35067,79270,18555,18605,1800,236,PGK
41854,77547,18539,18631,1380,187,ZMW
27200,78618,18564,18548,1419,131,GTQ
38554,78166,18592,18640,1938,140,SZL
37697,79858,18543,18541,1718,134,GTQ
28442,77210,18548,18661,1756,78,KES
34010,78201,18665,18606,1596,103,CUP
26173,79783,18615,18583,1780,148,AOA
34678,79097,18511,18687,1702,175,CLP
35274,79377,18547,18588,1617,197,DKK
35899,77079,18620,18531,1372,45,KPW
33514,77319,18576,18628,1345,213,KMF
32128,77547,18548,18604,1883,140,SVC
25333,77598,18693,18641,1458,32,TRY
39589,78996,18547,18615,1694,249,MZN
37270,77267,18650,18604,1708,145,VEF
39579,78653,18584,18595,1380,191,QAR
27316,78573,18640,18629,1810,224,SHP
40362,79409,18576,18628,1938,44,MVR
34464,77960,18521,18522,1780,177,PHP
44232,77522,18675,18621,2008,170,JOD
25227,78972,18695,18672,1940,100,SRD
42207,77011,18603,18656,2030,119,ZWD
34834,79854,18613,18584,1910,98,MMK
27357,79430,18592,18687,1807,54,MAD
43963,78943,18548,18693,1627,121,BND
30948,77239,18555,18529,1940,115,BND
28252,77920,18650,18542,1883,57,MZN
44261,78274,18529,18591,1517,233,MUR
31785,79961,18661,18700,1694,110,AWG
25779,77620,18571,18519,1910,161,MRO
33253,78350,18593,18654,1810,137,HNL
30624,78573,18654,18553,1718,245,HNL
28155,79043,18681,18700,1517,139,LRD
41566,79224,18598,18664,1995,192,UZS
34685,77711,18686,18664,1810,60,MXN
37524,77011,18551,18504,1368,67,KGS
26754,79356,18574,18664,1345,185,ILS
42673,79806,18673,18594,1380,219,JEP
37022,77239,18621,18688,1328,88,BTN
25649,78489,18581,18632,1419,43,JPY
40980,77542,18605,18652,1596,249,EUR
31075,80025,18537,18530,2008,198,AUD
33735,77054,18539,18541,1800,163,NOK
32900,79020,18595,18672,1400,68,BYR
25298,78269,18504,18563,1708,236,LTL
30702,79578,18593,18664,1909,211,RWF
36775,78190,18556,18672,1419,52,ZMW
35684,78386,18510,18564,1909,104,MWK
38240,77728,18575,18672,1807,50,JOD
33777,78854,18567,18589,1744,167,ZMW
40497,77487,18652,18653,1400,30,ANG
40403,78996,18599,18669,1596,152,NGN
29441,77931,18658,18522,1645,47,MKD
42333,78550,18571,18667,1380,89,MGA
36723,79716,18661,18593,1400,115,SVC
42781,79774,18593,18673,1372,184,AUD
37757,78097,18602,18602,1328,189,CUC
39168,79774,18673,18645,1617,228,SRD
36014,79274,18575,18628,1940,52,MVR
27214,79097,18559,18567,1756,188,BBD
31252,78489,18588,18579,1627,75,BGN
42272,77928,18560,18698,1596,47,MKD
44183,78003,18645,18583,1191,198,KWD
25914,79873,18602,18700,1845,49,TVD
39363,77324,18653,18562,1274,192,ETB
28857,79126,18628,18694,1883,191,MAD
27218,79892,18509,18604,1345,206,DZD
44327,77626,18521,18571,1702,90,IQD
34156,77844,18579,18565,1811,43,MKD
41891,79126,18628,18536,1901,164,BRL
42445,79716,18603,18575,1800,167,JOD
42031,77711,18695,18651,1427,121,PKR
41036,78130,18671,18676,1456,159,GEL
32111,78568,18553,18625,1592,90,SYP
38005,78387,18543,18583,1191,241,BRL
36780,77238,18595,18572,1807,207,IDR
28756,79270,18693,18528,1458,222,SOS
33680,77931,18569,18542,1991,93,LTL
36834,77825,18537,18683,2008,170,CHF
41952,79214,18664,18536,1456,147,SCR
31927,79805,18556,18588,1800,79,TVD
30417,79917,18684,18594,1807,117,IRR
30406,77252,18700,18687,1901,121,KPW
30820,78300,18521,18589,1955,209,SPL
31567,78386,18560,18651,1456,181,MUR
34565,79621,18564,18504,1940,36,NIO
41443,77113,18613,18671,1909,34,PKR
44200,77111,18561,18588,1694,159,SVC
25322,78585,18608,18585,1645,133,EGP
43344,79952,18509,18606,1991,145,ZAR
27740,78548,18545,18500,1845,78,SOS
32299,78297,18574,18657,1517,229,MNT
34422,77353,18500,18681,2018,37,HTG
32802,79198,18687,18638,1400,148,SVC
30766,78194,18563,18591,1811,51,LAK
41962,78760,18664,18676,1938,110,MKD
35374,78586,18700,18541,1991,44,AWG
35806,77844,18582,18631,1702,64,GYD
42906,77068,18545,18548,1917,229,PAB
41584,77545,18588,18547,1617,228,JEP
27829,77684,18531,18676,1955,36,BAM
39412,77567,18672,18646,1955,153,PHP
28915,77139,18574,18606,1592,117,SYP
37689,77068,18662,18688,1895,70,LBP
30177,77547,18658,18585,2030,49,CAD
31254,78461,18667,18589,1645,171,KZT
39162,79234,18569,18700,1816,89,ETB
27994,79896,18657,18574,1910,70,BHD
37560,79027,18671,18583,1756,229,ANG
35184,77252,18504,18653,2018,223,UZS
39125,78642,18656,18575,1345,223,PHP
38682,79661,18664,18584,1845,137,ZMW
33428,79565,18686,18650,1883,108,OMR
30798,78071,18564,18538,1940,182,SZL
43395,79209,18590,18551,1328,199,LTL
29480,77960,18524,18537,1702,241,BBD
34939,79237,18548,18654,1756,151,CHF
25831,78387,18575,18556,1345,43,SGD
36738,78267,18519,18584,1756,198,AWG
36796,78586,18504,18639,1955,206,ZWD
39881,79282,18700,18564,1777,72,TWD
37371,78548,18613,18652,2030,78,BWP
43744,78996,18650,18576,1708,53,ETB
43110,78387,18605,18543,1274,240,GEL
33239,77828,18605,18575,1427,173,ALL
33450,77482,18604,18545,1777,72,BWP
35749,79661,18632,18698,1800,50,HUF
39557,77957,18539,18638,1883,93,MMK
43407,77594,18593,18584,1386,224,JMD
25482,77139,18555,18595,1530,207,EUR
38037,78943,18509,18591,1940,149,HTG
25405,78062,18605,18700,1380,41,NAD
34145,79305,18687,18623,1910,41,FKP
41180,77395,18552,18686,1800,212,IMP
38987,79621,18652,18625,1419,67,CDF
38852,79313,18598,18548,1811,60,CHF
36074,77395,18686,18511,1780,171,BWP
35461,78685,18646,18698,1702,131,BDT
44239,77884,18584,18565,1816,237,RSD
37723,77400,18672,18540,1400,106,DKK
30711,77100,18528,18551,1991,139,BOB
41612,78696,18567,18588,1756,108,UGX
39217,77691,18646,18560,1617,146,MUR
28238,78786,18510,18567,1419,209,USD
29368,77143,18589,18554,1909,83,KHR
43793,78499,18646,18629,1592,108,TJS
37145,79820,18567,18612,1400,158,SVC
36472,79716,18593,18594,1955,62,XCD
30675,78854,18668,18638,1345,151,FJD
35061,77844,18628,18676,2018,68,KES
30473,77764,18553,18595,1596,38,IRR
40331,78154,18567,18503,1517,249,KGS
29195,77408,18531,18542,1777,197,ALL
29281,79875,18664,18521,1917,248,ALL
29292,78170,18552,18593,1191,41,GHS
28166,79509,18650,18588,1458,194,ANG
26484,78546,18549,18528,1995,110,LKR
28580,78685,18588,18595,1940,213,BIF
25990,78996,18563,18548,1800,115,JEP
37457,78213,18547,18572,1386,89,CHF
35262,78115,18582,18667,1843,215,BTN
35283,78417,18604,18683,1955,142,THB
35172,77238,18681,18551,1517,199,YER
26261,77139,18676,18602,1901,103,SRD
44466,77322,18623,18559,1810,156,MAD
39490,79058,18639,18654,1408,217,STD
33494,79842,18552,18571,1909,161,XPF
27366,78861,18640,18552,1955,185,BHD
28587,78918,18528,18658,1702,43,TWD
27535,78861,18538,18664,1917,204,DZD
35485,79644,18560,18672,1991,105,SPL
26935,78269,18565,18552,1645,106,KES
44804,79043,18613,18585,1517,168,UYU
44259,77979,18613,18559,1995,195,DJF
44102,78379,18669,18553,2018,204,YER
42750,77495,18567,18519,1708,82,SRD
42548,77711,18501,18548,1909,59,VEF
43003,79716,18591,18632,1938,100,CZK
43755,77031,18511,18510,1368,33,ZWD
40374,78387,18681,18631,1328,91,MZN
31791,77668,18513,18603,1456,241,BWP
32637,78661,18698,18640,1530,33,KHR
34610,79693,18653,18567,1627,198,KZT
43327,78787,18579,18673,1694,87,MAD
28476,80025,18629,18698,1938,221,MVR
31526,77278,18650,18700,1955,30,CLP
36559,78996,18639,18641,1645,77,WST
32770,78387,18658,18632,1708,189,SZL
27514,79138,18602,18667,1895,204,UZS
41198,79417,18537,18556,1843,57,CVE
42451,79665,18627,18669,1708,190,UYU
42575,77598,18639,18623,1372,39,BTN
28836,77920,18543,18694,1917,220,MKD
25819,78735,18563,18565,1910,119,THB
30209,78960,18665,18537,1895,74,KHR
35555,77604,18676,18691,1777,248,MUR
26667,79058,18579,18643,1702,56,JPY
25768,79258,18623,18511,1777,173,MAD
32949,77302,18542,18584,1617,45,AED
37043,77567,18540,18559,1694,54,TND
40617,78516,18519,18643,1910,108,MVR
29788,79446,18529,18605,1191,190,AFN
26672,79968,18516,18511,1991,53,HRK
35381,79608,18640,18522,1718,181,MVR
25075,77136,18591,18576,1596,145,MGA
36965,79257,18524,18657,1780,164,RUB
41039,77324,18583,18665,1592,118,MYR
32842,77522,18581,18675,1780,67,DJF
31290,78201,18629,18670,1901,35,AZN
29583,77372,18645,18639,1718,111,SDG
40041,77598,18551,18574,1380,62,NIO
31338,77598,18698,18662,1530,106,GNF
32130,77986,18547,18676,2008,187,BDT
28984,77139,18673,18511,1780,30,RUB
27625,77598,18614,18504,1901,193,DJF
26156,77278,18511,18627,1400,118,CNY
27086,78473,18651,18576,1910,149,LYD
40339,79697,18667,18681,1991,133,JPY
32684,79820,18585,18694,1810,166,CRC
25578,79111,18541,18650,1368,205,BOB
35428,79509,18675,18553,1345,163,XAF
44565,78463,18694,18565,1718,93,NPR
38250,78048,18658,18686,1883,36,GIP
40680,78661,18536,18503,1458,146,MOP
32902,78208,18585,18593,1702,164,ISK
32099,78618,18641,18700,1816,203,SLL
44316,79151,18582,18654,1816,92,TND
28863,77208,18585,18640,1645,153,BTN
29125,77383,18531,18669,1940,92,LRD
43659,78978,18675,18560,1372,59,SDG
38340,78658,18552,18652,1883,217,BYR
36691,79763,18632,18575,1368,47,BYR
41678,77691,18516,18560,1458,167,DOP
43903,78684,18670,18672,1458,171,EUR
28846,77934,18551,18555,1909,90,LTL
25293,78045,18641,18656,1895,31,BBD
40833,79409,18598,18531,1345,177,CUP
28906,78095,18680,18620,1810,71,GGP
26086,78062,18584,18683,1995,219,GBP
38122,79854,18593,18695,2030,49,PAB
35013,77044,18624,18569,1627,157,TZS
30049,79634,18693,18513,1800,218,ZWD
32593,79917,18645,18510,2018,187,GGP
39616,79603,18695,18528,1800,71,BMD
42162,77382,18584,18641,1917,146,HNL
29595,78182,18700,18623,1592,101,BGN
41407,79214,18552,18646,1901,216,SLL
27710,77111,18641,18683,1694,158,MDL
36995,78308,18629,18631,2030,39,NIO
38985,79201,18541,18574,1694,107,LBP
36161,79257,18625,18624,1811,134,GMD
36562,77324,18536,18604,1419,100,LBP
29144,77862,18569,18598,1756,63,SZL
25324,78113,18627,18638,1807,38,VUV
41344,78653,18528,18693,1191,244,MGA
30709,77069,18595,18522,1845,167,SGD
36460,78095,18513,18575,1938,201,LKR
28339,79578,18598,18556,1917,60,TRY
29355,77386,18553,18641,1191,30,DZD
27544,77113,18513,18547,1427,64,NPR
27974,79735,18560,18668,2018,77,TZS
27473,77435,18547,18554,1274,246,BMD
38060,77113,18565,18541,1777,80,CHF
35095,78209,18590,18680,1702,53,AED
40951,79395,18688,18503,1843,166,NGN
44770,79703,18500,18693,1592,223,BHD
25566,79634,18669,18675,1883,179,BND
34035,78170,18683,18504,1627,113,LSL
33155,78764,18687,18588,1456,68,EGP
29075,79982,18562,18612,1807,42,CZK
42546,79209,18584,18693,2018,218,SAR
38601,78473,18575,18681,1940,121,ERN
25122,78026,18643,18650,1592,86,XCD
30139,79649,18688,18531,1645,64,DJF
27422,77565,18643,18631,1191,110,KYD
35446,77352,18541,18628,2008,130,KES
36218,79603,18698,18598,1744,216,GNF
43264,79486,18588,18511,1419,220,IDR
36292,79043,18670,18684,1807,75,MGA
39880,77685,18661,18669,1910,210,IDR
43809,79851,18542,18547,1400,101,CDF
33102,78568,18654,18658,1811,79,CDF
35687,77139,18556,18606,1807,30,SRD
44141,77267,18694,18549,1708,54,SOS
29564,79896,18639,18615,1408,85,YER
31200,78013,18599,18621,1780,41,BRL
44213,79712,18537,18656,1517,121,AOA
25601,77100,18559,18582,1368,162,THB
34713,79875,18559,18521,1777,122,IRR
42614,79735,18694,18615,1756,49,GMD
34992,77745,18638,18641,1191,96,HRK
32856,78513,18639,18691,1991,185,DOP
37021,77545,18559,18605,2030,99,SOS
37291,79621,18590,18537,2008,48,LYD
25148,78738,18538,18519,1400,178,MXN
42384,79446,18588,18662,1645,238,BDT
32214,78586,18628,18657,1995,215,SBD
44856,79285,18537,18687,1843,130,FJD
35727,77711,18541,18574,1816,183,GHS
43816,79808,18524,18656,1592,108,UGX
39852,78787,18661,18554,1845,230,MKD
26242,77411,18531,18561,1816,118,GGP
34515,79183,18629,18556,1592,152,MUR
33153,77294,18625,18673,1596,52,CVE
28038,77844,18643,18645,1702,93,GNF
36496,78489,18571,18683,1800,143,BDT
44623,79425,18588,18571,1592,143,NIS
32332,78794,18658,18698,1810,137,NGN
30984,79126,18661,18509,1995,250,SYP
36774,78918,18574,18579,1845,33,GNF
27254,78284,18594,18627,2030,65,XAF
30269,77495,18549,18664,1940,223,STD
30878,78406,18584,18524,1800,135,FJD
28597,78943,18612,18537,1807,52,PHP
28932,77565,18559,18543,1843,68,BND
25152,77786,18643,18693,1845,116,MGA
44338,77801,18661,18640,1991,212,GEL
38449,79209,18516,18631,1917,197,ILS
33836,77877,18656,18569,1843,130,NZD
31895,79258,18680,18665,1592,194,AFN
26564,78876,18579,18521,1883,166,CHF
34884,79209,18680,18575,1372,235,NZD
40372,78661,18691,18688,1718,191,NIS
42366,79697,18643,18646,1991,157,FKP
27034,79356,18542,18643,1910,155,MMK
44986,79274,18638,18561,1458,228,AZN
40363,78287,18574,18543,1191,216,MZN
37202,77844,18628,18602,1810,44,GBP
39065,79661,18700,18623,1191,73,USD
35338,78417,18531,18661,1917,185,EGP
29249,79237,18542,18686,1895,212,BAM
32536,79395,18549,18658,1895,219,SBD
27044,78274,18668,18575,2018,238,XPF
38107,77598,18599,18589,1744,139,VUV
39992,77252,18620,18700,1955,128,NZD
41033,79612,18528,18547,1845,56,ALL
30757,77764,18627,18627,2030,55,RON
35895,79858,18575,18593,1427,68,MOP
35472,78150,18528,18661,1845,62,BOB
29456,77955,18652,18676,1991,149,AUD
27335,78350,18564,18551,1617,204,CDF
26791,79234,18624,18698,1517,205,GGP
32507,77620,18691,18552,1800,95,BRL
31529,78661,18589,18539,1895,237,INR
41933,79896,18668,18627,1883,141,SAR
39328,77879,18522,18687,1883,34,MRO
38831,78546,18548,18686,1843,48,XCD
44662,77201,18613,18665,1530,90,KYD
37225,78760,18615,18621,1645,220,VEF
26004,79892,18589,18567,1617,126,AWG
29038,79278,18657,18621,1380,120,ILS
35921,78995,18662,18646,1810,194,BND
31775,79350,18645,18620,1456,119,THB
31370,77598,18661,18656,1811,193,HKD
43326,77884,18627,18549,1345,204,NOK
28645,78189,18583,18589,1400,30,RSD
25563,79209,18579,18604,1991,128,NAD
26769,77267,18602,18669,1910,248,AUD
26012,78026,18686,18700,1917,234,USD
29743,78095,18563,18560,1456,67,GYD
41779,77695,18500,18608,1596,109,HUF
36283,77490,18665,18686,1400,79,CDF
29042,78108,18639,18561,1408,212,GIP
26348,77193,18560,18672,1702,75,ZMW
41728,79783,18537,18582,1883,114,BWP
38832,77620,18683,18556,1368,36,BHD
35534,77400,18675,18613,1380,104,QAR
34294,78377,18686,18585,1940,42,BZD
27664,79526,18539,18576,1811,100,KWD
41559,79290,18575,18581,1756,174,GGP
27308,78386,18591,18594,2008,31,ISK
37885,79712,18625,18628,1617,49,XAF
35701,78642,18554,18538,1617,122,BTN
37224,77675,18625,18564,1843,161,ANG
34001,77863,18694,18645,1991,164,INR
28599,77828,18593,18562,1427,222,XDR
31358,77136,18571,18639,1777,94,CUC
38283,78170,18693,18516,1368,190,COP
30109,78108,18510,18623,1408,31,GTQ
27298,79540,18583,18529,1380,183,BGN
25703,79642,18509,18665,1777,194,MZN
28870,77828,18665,18605,1744,181,PYG
27236,79820,18661,18571,1596,132,QAR
26507,79642,18567,18614,1517,153,MKD
31208,79522,18606,18556,1645,228,MWK
32606,78350,18565,18623,1995,55,KHR
25567,78170,18589,18613,1816,156,CLP
26339,78076,18500,18657,2018,31,GIP
39641,77291,18687,18585,1910,172,CLP
27414,78097,18590,18567,1274,212,INR
37123,79111,18651,18545,1995,163,TWD
25224,77960,18651,18519,1807,125,GHS
42788,78150,18643,18572,1400,244,DZD
30132,78995,18591,18650,1702,205,UAH
33245,78742,18675,18516,1708,162,SHP
43270,79806,18671,18691,1617,216,LKR
34958,78308,18669,18693,1702,94,MXN
32008,78586,18604,18629,1883,238,NZD
29032,77542,18524,18539,1910,139,CLP
44720,79621,18629,18623,2030,104,SBD
40612,79409,18521,18653,1458,119,COP
29073,77068,18561,18536,1627,123,EUR
43028,78110,18501,18613,1895,215,DZD
34179,78388,18564,18650,1456,249,MNT
37770,77166,18695,18603,1955,222,KYD
25570,78684,18698,18599,1191,149,AFN
32261,77769,18667,18551,1816,238,SBD
42073,77031,18560,18668,1810,120,JPY
44650,79027,18664,18574,1380,106,BSD
44918,79522,18503,18516,1811,113,ZWD
33129,78630,18552,18589,1800,83,NPR
30869,79608,18669,18576,1694,188,BIF
35228,78379,18650,18513,1816,96,CDF
31846,77675,18657,18559,1744,101,DKK
30917,78204,18583,18700,1955,114,MGA
32569,79952,18539,18606,1400,79,NPR
37091,78478,18639,18638,1917,167,SPL
38480,77567,18574,18584,1811,220,MRO
34012,78213,18643,18574,1810,69,SVC
26423,79409,18664,18511,1368,149,HRK
42358,78499,18509,18545,1807,59,ANG
44287,79820,18661,18681,1328,199,XOF
42660,77626,18680,18673,1400,33,HRK
28147,78684,18524,18646,1756,76,ERN
35787,77685,18543,18563,2018,128,LTL
29836,77400,18538,18599,1995,114,AED
36815,79565,18541,18531,1917,235,GTQ
32037,79290,18691,18590,1627,70,LRD
31836,79961,18549,18612,1895,230,BBD
32754,79183,18608,18559,1708,189,IDR
25627,77691,18516,18621,1744,138,ILS
41884,79608,18681,18560,1191,56,CUC
25780,77548,18521,18553,1909,152,LKR
35265,78388,18683,18651,1756,99,SLL
35281,77454,18653,18688,1274,124,GIP
42043,77955,18667,18640,1744,191,XCD
26386,78489,18594,18562,1718,105,TOP
35981,79186,18631,18565,1955,250,PAB
31678,77598,18510,18572,1274,116,CLP
39757,79712,18541,18583,1408,154,LBP
26267,78876,18591,18504,1895,244,PKR
30799,78659,18668,18672,1843,239,KMF
32116,77100,18602,18530,1191,211,KHR
38477,77685,18582,18582,1883,213,EUR
31754,77278,18675,18680,1702,190,UZS
29245,78960,18624,18615,1995,130,BRL
37651,77801,18556,18639,1596,89,FJD
34966,77547,18645,18564,1372,190,NIS
38198,78786,18540,18631,1940,69,TWD
32433,77054,18590,18528,1909,130,KMF
39639,77598,18560,18652,2018,134,NPR
40881,78463,18562,18536,1843,167,MRO
28920,79494,18653,18669,1345,137,BOB
30017,79187,18542,18599,1328,189,ZAR
40887,78168,18553,18606,1372,91,CAD
33406,78078,18668,18683,1419,111,LRD
44865,78787,18581,18614,1427,114,OMR
36379,79183,18606,18549,1718,232,ARS
35009,77007,18657,18522,1843,238,TTD
28297,79851,18650,18681,1694,231,CDF
40098,77863,18687,18542,1408,108,IQD
25617,79861,18673,18651,1777,210,NOK
33451,78204,18662,18603,1718,212,XOF
25560,79350,18579,18700,1816,110,MRO
43551,79923,18531,18575,1744,175,ISK
28265,78097,18519,18545,1744,61,MXN
41655,79820,18650,18632,1845,40,UZS
29798,79093,18608,18654,1368,72,KWD
27389,78242,18548,18540,1744,53,BRL
30815,77143,18591,18664,1917,131,AZN
36017,78406,18542,18640,1845,72,MRO
43093,79186,18638,18582,1955,162,GYD
38166,77594,18574,18543,1191,221,PKR
31459,79183,18700,18572,1955,202,TMT
34392,77545,18589,18543,1991,215,PKR
42915,79891,18670,18591,1458,180,KWD
34275,79526,18653,18543,1458,66,COP
42974,79805,18511,18698,2008,200,GEL
26716,79783,18564,18531,1274,157,BHD
25889,77675,18688,18588,1883,63,JMD
40043,77079,18592,18639,1938,143,ALL
37382,78787,18662,18513,1718,220,KPW
44526,79917,18653,18539,1756,153,SGD
36972,78630,18623,18676,1596,154,MZN
29952,79603,18540,18563,1191,140,GIP
41480,77004,18521,18691,1756,221,SYP
31112,78219,18665,18686,1708,155,KES
27964,78918,18548,18698,1843,30,NZD
34654,79270,18552,18555,1702,80,HTG
26225,78227,18671,18584,1718,158,MYR
44647,78764,18623,18591,1419,167,SLL
25598,77728,18624,18567,1702,53,MYR
35633,78760,18528,18545,1744,62,HTG
30250,78113,18595,18536,1702,110,UAH
29154,78696,18576,18657,1645,106,MVR
41758,79695,18562,18620,1940,34,LSL
26385,79661,18554,18541,1328,116,NPR
32087,79356,18612,18620,2008,133,TWD
31187,78774,18662,18592,1895,192,ZMW
32353,78297,18598,18530,1645,156,PEN
39323,78774,18621,18509,1995,187,PAB
33168,79851,18673,18629,1756,155,WST
30901,77154,18547,18661,1592,94,VND
32229,79763,18565,18574,1191,60,BGN
41799,78194,18646,18604,2008,155,NGN
32871,77675,18652,18627,1596,201,VND
29358,79716,18650,18625,1517,227,COP
29443,78735,18581,18652,1917,132,KZT
41853,78646,18522,18548,1517,128,PHP
35619,78154,18602,18569,2008,103,HKD
39470,79377,18565,18542,1456,116,AMD
36141,77542,18538,18513,1617,209,MXN
36936,80025,18608,18582,2018,119,KZT
42838,78406,18554,18665,1408,187,GEL
33955,79526,18553,18548,1991,112,BDT
43843,79446,18542,18547,1419,101,PHP
32155,79859,18585,18599,1328,62,INR
40600,77368,18680,18639,1780,168,JMD
44927,78242,18552,18551,1780,90,LSL
44450,79454,18604,18519,1991,152,BND
40025,78978,18687,18582,1991,174,KHR
27157,78097,18588,18559,1917,149,MOP
37630,78297,18602,18548,2008,205,PYG
36101,78573,18665,18606,1694,65,SBD
36876,78770,18531,18640,1191,202,ERN
38720,79126,18695,18669,1456,66,TOP
42066,78078,18691,18656,1883,60,RUB
29012,79926,18620,18691,1910,55,PHP
34980,77878,18548,18608,1530,158,MUR
26890,77879,18583,18613,1995,234,SRD
25214,77136,18540,18604,1400,150,LAK
28025,77024,18661,18624,1596,134,PEN
43418,77094,18668,18691,1940,96,NIS
37576,77069,18683,18590,1427,65,INR
42097,79873,18595,18667,1810,48,BOB
31792,77613,18639,18593,1901,240,JOD
40532,79858,18624,18605,1694,90,ARS
25959,77482,18572,18658,1910,217,SPL
31669,78495,18585,18629,1702,167,TND
33693,79017,18560,18602,1345,237,XDR
27100,77744,18664,18688,1386,234,PEN
26920,77352,18545,18567,1372,117,AMD
39773,77400,18672,18684,1419,155,KES
32658,79327,18664,18501,1991,248,CUP
28401,80025,18624,18662,1530,135,AOA
31804,77353,18589,18528,1955,34,SVC
34083,79808,18670,18501,1419,32,VND
26844,77879,18599,18672,1940,245,ZMW
39815,77112,18698,18693,1901,166,JMD
41733,77353,18590,18688,1419,240,MYR
26549,77166,18574,18665,1744,71,XDR
42896,79716,18700,18684,1328,90,ZWD
37552,79634,18591,18524,1843,68,TWD
42600,77267,18688,18584,1380,55,SCR
26296,79093,18661,18673,1592,146,GNF
31371,79612,18672,18653,1386,196,PHP
28262,78269,18571,18688,1191,108,SGD
37897,79027,18627,18501,2008,87,DKK
32251,79676,18632,18615,1368,207,TJS
35373,77801,18612,18641,1530,140,NIS
35030,79401,18604,18615,1592,217,AZN
26849,79177,18641,18614,1408,149,KZT
37049,79961,18524,18687,1909,235,TND
38141,79923,18556,18576,1191,119,PKR
39862,79695,18632,18612,1901,175,GNF
38223,79982,18620,18657,1901,70,ARS
28117,78972,18551,18549,1345,99,CNY
33613,78495,18602,18687,1694,198,NZD
41338,78630,18613,18665,1596,74,SEK
34371,79952,18560,18571,1694,212,JEP
28116,77565,18543,18584,1883,127,PHP
25969,79409,18603,18661,1419,212,MYR
38355,79511,18641,18565,1419,130,IDR
38767,79377,18695,18700,1328,125,SLL
38984,78463,18556,18608,1380,135,ALL
34101,78386,18629,18671,1274,236,SBD
39886,79020,18656,18684,1718,228,AUD
27029,79401,18688,18522,1718,83,IDR
42310,77044,18612,18575,1909,134,GBP
26458,78760,18698,18645,1617,176,PLN
34269,79697,18529,18681,2030,194,ARS
44857,79735,18560,18615,1400,223,BZD
28747,79896,18612,18565,1617,132,BND
43334,78658,18629,18615,1917,167,DJF
30289,77112,18575,18693,1694,34,CAD
42258,78350,18513,18688,1708,208,AOA
39319,77769,18537,18698,1744,224,GEL
39804,77068,18567,18552,1191,181,TZS
44274,78548,18672,18632,1386,177,TWD
35070,78071,18640,18654,1596,185,HKD
32170,77448,18522,18584,1386,65,MVR
39012,78735,18595,18654,1910,91,LKR
37487,79097,18504,18503,1718,138,HTG
35177,78639,18574,18575,1845,79,CUP
27634,77352,18673,18572,1901,180,COP
34026,77007,18598,18625,2018,85,BRL
33966,79201,18555,18590,1191,81,BGN
28924,78738,18575,18672,1800,160,PYG
40869,79237,18563,18625,1917,209,AFN
28646,77372,18511,18582,1380,142,TZS
42517,77613,18537,18510,1780,83,XOF
38261,79481,18583,18680,1372,152,AWG
38988,77201,18675,18680,1955,248,KWD
35666,79183,18602,18687,1744,181,CHF
42067,78292,18604,18541,1845,59,HUF
